timestamp,energy_kwh,temp_c
2024-01-01 00:00:00+00:00,27.17551548892026,38.641219251853705
2024-01-01 01:00:00+00:00,31.506971802530238,39.42013233256092
2024-01-01 02:00:00+00:00,31.328485043452503,39.76855274030325
2024-01-01 03:00:00+00:00,36.91971553219192,43.34026339094331
2024-01-01 04:00:00+00:00,33.6150921792261,43.58180054996764
2024-01-01 05:00:00+00:00,32.833249853591724,42.72770959008419
2024-01-01 06:00:00+00:00,32.41147774196864,43.92702853303698
2024-01-01 07:00:00+00:00,33.31694319472059,44.32334218713263
2024-01-01 08:00:00+00:00,42.163828849502465,45.01230541874864
2024-01-01 09:00:00+00:00,46.59997244651121,45.70040815254749
2024-01-01 10:00:00+00:00,44.50160728444323,44.386170768258225
2024-01-01 11:00:00+00:00,43.8634760034147,46.491902232636384
2024-01-01 12:00:00+00:00,43.46168521773915,41.85414171123231
2024-01-01 13:00:00+00:00,43.32936650475458,44.39998950576206
2024-01-01 14:00:00+00:00,40.38665936895837,44.4216838319707
2024-01-01 15:00:00+00:00,40.9203676524744,43.795491133063734
2024-01-01 16:00:00+00:00,41.261531503478004,42.33054949110708
2024-01-01 17:00:00+00:00,41.76460324114912,43.54536935723889
2024-01-01 18:00:00+00:00,40.58208073320453,41.154869625521634
2024-01-01 19:00:00+00:00,41.974189375919465,37.73594987546828
2024-01-01 20:00:00+00:00,34.40723418590852,39.04455236593138
2024-01-01 21:00:00+00:00,37.57496084105026,40.61630013439894
2024-01-01 22:00:00+00:00,33.61832066831595,41.084140785318496
2024-01-01 23:00:00+00:00,31.303155440031926,37.60201568540954
2024-01-02 00:00:00+00:00,30.76746805336368,37.8682817765717
2024-01-02 01:00:00+00:00,31.47613490467703,38.07363030339812
2024-01-02 02:00:00+00:00,30.352477307653597,40.252465964694274
2024-01-02 03:00:00+00:00,34.545700478109175,41.92613600336871
2024-01-02 04:00:00+00:00,36.29903071448581,43.35351556388399
2024-01-02 05:00:00+00:00,32.09094469240044,42.749901920258765
2024-01-02 06:00:00+00:00,35.85533493758369,42.12613194972499
2024-01-02 07:00:00+00:00,35.333738036215834,43.60534040507203
2024-01-02 08:00:00+00:00,41.04180187198781,44.52984171617374
2024-01-02 09:00:00+00:00,42.33722210397626,45.10973917221118
2024-01-02 10:00:00+00:00,43.52247488585721,45.58240090784583
2024-01-02 11:00:00+00:00,45.90799141355065,45.39365910608679
2024-01-02 12:00:00+00:00,42.29702533155477,45.10453047696094
2024-01-02 13:00:00+00:00,43.80847133313864,45.606255599574155
2024-01-02 14:00:00+00:00,46.042269822225194,46.14425638396355
2024-01-02 15:00:00+00:00,40.34187963969011,42.379440894426466
2024-01-02 16:00:00+00:00,40.17344193283984,42.91718933156262
2024-01-02 17:00:00+00:00,38.21416516957439,41.07273291610503
2024-01-02 18:00:00+00:00,38.66002885265103,40.62212530837667
2024-01-02 19:00:00+00:00,43.79319911116899,39.42164706584402
2024-01-02 20:00:00+00:00,36.73486000456262,39.732589164533344
2024-01-02 21:00:00+00:00,31.93900342590955,36.8142170036012
2024-01-02 22:00:00+00:00,34.36060726314829,37.83637694609617
2024-01-02 23:00:00+00:00,33.41423887675896,37.08977686722061
2024-01-03 00:00:00+00:00,28.385126801554588,38.846055895777674
2024-01-03 01:00:00+00:00,33.39376571887753,40.89870192090361
2024-01-03 02:00:00+00:00,31.617987500868107,40.134777263887635
2024-01-03 03:00:00+00:00,34.15771061643205,41.89206619038566
2024-01-03 04:00:00+00:00,37.2154615717546,41.23165034000252
2024-01-03 05:00:00+00:00,36.40879685023127,43.42212159124124
2024-01-03 06:00:00+00:00,35.48083678276519,43.440627246905976
2024-01-03 07:00:00+00:00,36.69177255249478,44.03409242210662
2024-01-03 08:00:00+00:00,48.61182829468984,45.65201754490273
2024-01-03 09:00:00+00:00,41.54154696596936,42.9363721040664
2024-01-03 10:00:00+00:00,45.416097454287254,45.82546086071429
2024-01-03 11:00:00+00:00,41.3055183039403,44.43738169577951
2024-01-03 12:00:00+00:00,45.687256299346544,45.29132387220965
2024-01-03 13:00:00+00:00,44.07773110966968,45.52568642593276
2024-01-03 14:00:00+00:00,42.88463566381419,43.75742871671027
2024-01-03 15:00:00+00:00,42.37389289120581,43.776359267520746
2024-01-03 16:00:00+00:00,39.94509087157655,41.88716531955421
2024-01-03 17:00:00+00:00,38.381997206430924,41.019443136790834
2024-01-03 18:00:00+00:00,41.817032718323276,39.523108453870535
2024-01-03 19:00:00+00:00,42.24471388068218,41.43485233884521
2024-01-03 20:00:00+00:00,35.09042241614847,40.78530094173382
2024-01-03 21:00:00+00:00,31.53667900952854,38.10664858640279
2024-01-03 22:00:00+00:00,36.07354577603971,39.58030043688341
2024-01-03 23:00:00+00:00,32.07561031539626,37.97251489246333
2024-01-04 00:00:00+00:00,33.98243364072279,40.704363644690964
2024-01-04 01:00:00+00:00,36.20193634688871,41.69527050542592
2024-01-04 02:00:00+00:00,33.46098201442623,42.003118572373666
2024-01-04 03:00:00+00:00,32.32669494309538,41.690096744099385
2024-01-04 04:00:00+00:00,37.62518561161153,42.945836682177486
2024-01-04 05:00:00+00:00,39.0210454480764,44.073011562232345
2024-01-04 06:00:00+00:00,38.19917927914255,44.2606581896569
2024-01-04 07:00:00+00:00,37.59067229037405,46.28778283672465
2024-01-04 08:00:00+00:00,45.9244915689641,47.05201198266619
2024-01-04 09:00:00+00:00,43.07437575283135,44.83909955983623
2024-01-04 10:00:00+00:00,45.713735155828545,44.77885535217355
2024-01-04 11:00:00+00:00,42.81539800511418,44.37682335080676
2024-01-04 12:00:00+00:00,42.944495055742266,44.96503977980495
2024-01-04 13:00:00+00:00,41.92946805918471,44.340484218459636
2024-01-04 14:00:00+00:00,44.15903038590765,42.84780981714218
2024-01-04 15:00:00+00:00,39.283812919777915,42.00996198979045
2024-01-04 16:00:00+00:00,44.93487946338136,43.77413349430815
